WorkOrderID,EvalQuestTxt,EvalQuestValTxt,LocationName,City,State,SignDate,JobID,JobCategoryID,ProgramType,CustomerName,PrimaryTechnicianID,DistrictName,WOStatusID,Revenue,Expense,GP,Column1
240515-067,Overall Performance Was:,Excellent,Family Dollar 20439,OPP,AL,2024-05-17 13:25:45,SXX1023,LBR,LE,"DOLLAR TREE STORES, INC",RLindros,,POSTED,317.56,-67.16,250.4,
240515-067,Was Contractors Quality of Work Satisfactory?,Yes,Family Dollar 20439,OPP,AL,2024-05-17 13:25:45,SXX1023,LBR,LE,"DOLLAR TREE STORES, INC",RLindros,,POSTED,317.56,-67.16,250.4,
240515-067,Did Contractors Clean Up All Work Areas?,Yes,Family Dollar 20439,OPP,AL,2024-05-17 13:25:45,SXX1023,LBR,LE,"DOLLAR TREE STORES, INC",RLindros,,POSTED,317.56,-67.16,250.4,
240515-067,Did Contractors Employees Cooperate with You?,Yes,Family Dollar 20439,OPP,AL,2024-05-17 13:25:45,SXX1023,LBR,LE,"DOLLAR TREE STORES, INC",RLindros,,POSTED,317.56,-67.16,250.4,
240418-162,Overall Performance Was:,,Best Buy 471,Mount Vernon,NY,2024-05-17 13:32:57,B240031,ERO,BB137,Sheer Enterprises,MValdeigle,,POSTED,4599.77,-709.11,3890.66,
240516-062,Overall Performance Was:,Good,PILOT FLYING J 4559,VILLA RICA,GA,2024-05-17 13:35:46,SXX1023,LBR,LI,PILOT TRAVEL CENTERS,PDurrett,District 4,POSTED,419.88,-181.44,238.44,
240516-062,Did Contractors Employees Cooperate with You?,Yes,PILOT FLYING J 4559,VILLA RICA,GA,2024-05-17 13:35:46,SXX1023,LBR,LI,PILOT TRAVEL CENTERS,PDurrett,District 4,POSTED,419.88,-181.44,238.44,
240516-062,Did Contractors Clean Up All Work Areas?,Yes,PILOT FLYING J 4559,VILLA RICA,GA,2024-05-17 13:35:46,SXX1023,LBR,LI,PILOT TRAVEL CENTERS,PDurrett,District 4,POSTED,419.88,-181.44,238.44,
240516-062,Was Contractors Quality of Work Satisfactory?,Yes,PILOT FLYING J 4559,VILLA RICA,GA,2024-05-17 13:35:46,SXX1023,LBR,LI,PILOT TRAVEL CENTERS,PDurrett,District 4,POSTED,419.88,-181.44,238.44,
240418-164,Overall Performance Was:,,Best Buy 1013,GLEN ALLEN,VA,2024-05-17 13:39:35,B240031,ERO,BB137,Sheer Enterprises,MWhitlock,,POSTED,1920,-1402.92,517.08,
240425-008,Overall Performance Was:,Excellent,Jewel Osco UMP01111,NAPERVILLE,IL,2024-05-17 13:40:48,B240044,ERO,IG001,The InSite Group,ELKing,,POSTED,1560,-332.2,1227.8,
240425-008,Did Contractors Clean Up All Work Areas?,Yes,Jewel Osco UMP01111,NAPERVILLE,IL,2024-05-17 13:40:48,B240044,ERO,IG001,The InSite Group,ELKing,,POSTED,1560,-332.2,1227.8,
240425-008,Was Contractors Quality of Work Satisfactory?,Yes,Jewel Osco UMP01111,NAPERVILLE,IL,2024-05-17 13:40:48,B240044,ERO,IG001,The InSite Group,ELKing,,POSTED,1560,-332.2,1227.8,
240425-008,Did Contractors Employees Cooperate with You?,Yes,Jewel Osco UMP01111,NAPERVILLE,IL,2024-05-17 13:40:48,B240044,ERO,IG001,The InSite Group,ELKing,,POSTED,1560,-332.2,1227.8,
240328-165,Did Contractors Clean Up All Work Areas?,Yes,CSL Plasma 10187,PORTAGE,MI,2024-05-17 13:42:53,SXX0021,EBR,SERVIC,EMCOR / CSL Plasma,KJaques,District 7,POSTED,1524.55,-468.73,1055.82,
240328-165,Did Contractors Employees Cooperate with You?,Yes,CSL Plasma 10187,PORTAGE,MI,2024-05-17 13:42:53,SXX0021,EBR,SERVIC,EMCOR / CSL Plasma,KJaques,District 7,POSTED,1524.55,-468.73,1055.82,
240328-165,Was Contractors Quality of Work Satisfactory?,Yes,CSL Plasma 10187,PORTAGE,MI,2024-05-17 13:42:53,SXX0021,EBR,SERVIC,EMCOR / CSL Plasma,KJaques,District 7,POSTED,1524.55,-468.73,1055.82,
240328-165,Overall Performance Was:,Excellent,CSL Plasma 10187,PORTAGE,MI,2024-05-17 13:42:53,SXX0021,EBR,SERVIC,EMCOR / CSL Plasma,KJaques,District 7,POSTED,1524.55,-468.73,1055.82,
240429-158,Overall Performance Was:,,Rite Aid 5393,PRINEVILLE,OR,2024-05-17 13:50:08,EXX0025,ER1,SERVIC,Automated Logic Corporation,,,POSTED,309,-180,129,
240516-080,Overall Performance Was:,Excellent,Walmart Supercenter 332,HUNTSVILLE,AL,2024-05-17 13:54:17,SXX0023,EBR,SERVIC,WAL-MART STORES,ERShirah,District 3,POSTED,547.5,-106.87,440.63,
240516-080,Did Contractors Clean Up All Work Areas?,Yes,Walmart Supercenter 332,HUNTSVILLE,AL,2024-05-17 13:54:17,SXX0023,EBR,SERVIC,WAL-MART STORES,ERShirah,District 3,POSTED,547.5,-106.87,440.63,
240516-080,Did Contractors Employees Cooperate with You?,Yes,Walmart Supercenter 332,HUNTSVILLE,AL,2024-05-17 13:54:17,SXX0023,EBR,SERVIC,WAL-MART STORES,ERShirah,District 3,POSTED,547.5,-106.87,440.63,
240516-080,Was Contractors Quality of Work Satisfactory?,Yes,Walmart Supercenter 332,HUNTSVILLE,AL,2024-05-17 13:54:17,SXX0023,EBR,SERVIC,WAL-MART STORES,ERShirah,District 3,POSTED,547.5,-106.87,440.63,
240516-019,Did Contractors Clean Up All Work Areas?,Yes,Sams Club 6355,Hickory,NC,2024-05-17 14:01:33,SXX0023,EBR,SERVIC,Sams Club,JFrancis,District 3,POSTED,395.41,-258.02,137.39,
240516-019,Overall Performance Was:,Excellent,Sams Club 6355,Hickory,NC,2024-05-17 14:01:33,SXX0023,EBR,SERVIC,Sams Club,JFrancis,District 3,POSTED,395.41,-258.02,137.39,
240516-019,Was Contractors Quality of Work Satisfactory?,Yes,Sams Club 6355,Hickory,NC,2024-05-17 14:01:33,SXX0023,EBR,SERVIC,Sams Club,JFrancis,District 3,POSTED,395.41,-258.02,137.39,
240516-019,Did Contractors Employees Cooperate with You?,Yes,Sams Club 6355,Hickory,NC,2024-05-17 14:01:33,SXX0023,EBR,SERVIC,Sams Club,JFrancis,District 3,POSTED,395.41,-258.02,137.39,
240517-045,Was Contractors Quality of Work Satisfactory?,Yes,Marshalls 1101117,ATLANTA,GA,2024-05-17 14:02:31,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",JHarteau,,POSTED,519,-195.81,323.19,
240517-045,Did Contractors Clean Up All Work Areas?,Yes,Marshalls 1101117,ATLANTA,GA,2024-05-17 14:02:31,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",JHarteau,,POSTED,519,-195.81,323.19,
240517-045,Overall Performance Was:,Excellent,Marshalls 1101117,ATLANTA,GA,2024-05-17 14:02:31,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",JHarteau,,POSTED,519,-195.81,323.19,
240517-045,Did Contractors Employees Cooperate with You?,Yes,Marshalls 1101117,ATLANTA,GA,2024-05-17 14:02:31,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",JHarteau,,POSTED,519,-195.81,323.19,
240516-010,Overall Performance Was:,Excellent,Publix Super Markets 1211,NASHVILLE,TN,2024-05-17 14:07:17,SXX1023,LBR,CASE,Publix Super Markets,RTraughber,,POSTED,537.93,-185.04,352.89,
240516-010,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1211,NASHVILLE,TN,2024-05-17 14:07:17,SXX1023,LBR,CASE,Publix Super Markets,RTraughber,,POSTED,537.93,-185.04,352.89,
240516-010,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1211,NASHVILLE,TN,2024-05-17 14:07:17,SXX1023,LBR,CASE,Publix Super Markets,RTraughber,,POSTED,537.93,-185.04,352.89,
240516-010,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1211,NASHVILLE,TN,2024-05-17 14:07:17,SXX1023,LBR,CASE,Publix Super Markets,RTraughber,,POSTED,537.93,-185.04,352.89,
240515-026,Overall Performance Was:,Excellent,Publix Super Markets 1138,PALM COAST,FL,2024-05-17 14:11:16,SXX1020,LBR,CASE,Publix Super Markets,RHughes,District 5,POSTED,223.31,-110.63,112.68,
240513-118,Overall Performance Was:,Excellent,THE HOME DEPOT 1257,CAMILLUS,NY,2024-05-17 14:14:55,SXX0022,EBR,SERVIC,HOME DEPOT USA,RColman,District 1,POSTED,243.49,-93.74,149.75,
240513-118,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 1257,CAMILLUS,NY,2024-05-17 14:14:55,SXX0022,EBR,SERVIC,HOME DEPOT USA,RColman,District 1,POSTED,243.49,-93.74,149.75,
240513-118,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 1257,CAMILLUS,NY,2024-05-17 14:14:55,SXX0022,EBR,SERVIC,HOME DEPOT USA,RColman,District 1,POSTED,243.49,-93.74,149.75,
240513-118,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 1257,CAMILLUS,NY,2024-05-17 14:14:55,SXX0022,EBR,SERVIC,HOME DEPOT USA,RColman,District 1,POSTED,243.49,-93.74,149.75,
240516-020,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1512,BIRMINGHAM,AL,2024-05-17 14:17:16,SXX1023,LBR,LI,Publix Super Markets,CArrington,District 3,POSTED,392.47,-153.57,238.9,
240516-020,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1512,BIRMINGHAM,AL,2024-05-17 14:17:16,SXX1023,LBR,LI,Publix Super Markets,CArrington,District 3,POSTED,392.47,-153.57,238.9,
240516-020,Overall Performance Was:,Excellent,Publix Super Markets 1512,BIRMINGHAM,AL,2024-05-17 14:17:16,SXX1023,LBR,LI,Publix Super Markets,CArrington,District 3,POSTED,392.47,-153.57,238.9,
240516-020,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1512,BIRMINGHAM,AL,2024-05-17 14:17:16,SXX1023,LBR,LI,Publix Super Markets,CArrington,District 3,POSTED,392.47,-153.57,238.9,
240425-056,Was Contractors Quality of Work Satisfactory?,Yes,SAFEWAY 2753,KENSINGTON,MD,2024-05-17 14:21:22,B240044,ERO,IG001,The InSite Group,LCoursey,,POSTED,1530,-135.34,1394.66,
240425-056,Did Contractors Clean Up All Work Areas?,Yes,SAFEWAY 2753,KENSINGTON,MD,2024-05-17 14:21:22,B240044,ERO,IG001,The InSite Group,LCoursey,,POSTED,1530,-135.34,1394.66,
240425-056,Did Contractors Employees Cooperate with You?,Yes,SAFEWAY 2753,KENSINGTON,MD,2024-05-17 14:21:22,B240044,ERO,IG001,The InSite Group,LCoursey,,POSTED,1530,-135.34,1394.66,
240425-056,Overall Performance Was:,Excellent,SAFEWAY 2753,KENSINGTON,MD,2024-05-17 14:21:22,B240044,ERO,IG001,The InSite Group,LCoursey,,POSTED,1530,-135.34,1394.66,
240416-165,Overall Performance Was:,,Murphy USA 8897,DENVER,CO,2024-05-17 14:24:51,EXX0025,ER1,SERVIC,MURPHY OIL USA,,,POSTED,595.4,-566,29.4,
240326-042,Overall Performance Was:,Excellent,THE HOME DEPOT 2729,WHITE LAKE,MI,2024-05-17 14:25:46,SXX0021,EBR,SERVIC,HOME DEPOT USA,MTaylor,District 7,POSTED,2842.37,-1106.39,1735.98,
240517-058,Overall Performance Was:,Excellent,Publix Super Markets 0514,SANDY SPRINGS,GA,2024-05-17 14:28:01,SXX1023,LBR,LI,Publix Super Markets,LWatson,,CLOSED,0,0,0,
240517-058,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 0514,SANDY SPRINGS,GA,2024-05-17 14:28:01,SXX1023,LBR,LI,Publix Super Markets,LWatson,,CLOSED,0,0,0,
240517-058,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 0514,SANDY SPRINGS,GA,2024-05-17 14:28:01,SXX1023,LBR,LI,Publix Super Markets,LWatson,,CLOSED,0,0,0,
240517-058,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 0514,SANDY SPRINGS,GA,2024-05-17 14:28:01,SXX1023,LBR,LI,Publix Super Markets,LWatson,,CLOSED,0,0,0,
240404-296,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 1540,HGHLNDS RANCH,CO,2024-05-17 14:37:48,B240061,ERO,HD480,HOME DEPOT USA,JGreenly,District 11,RVWBLL,0,-922.02,-922.02,
240404-296,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 1540,HGHLNDS RANCH,CO,2024-05-17 14:37:48,B240061,ERO,HD480,HOME DEPOT USA,JGreenly,District 11,RVWBLL,0,-922.02,-922.02,
240404-296,Overall Performance Was:,Excellent,THE HOME DEPOT 1540,HGHLNDS RANCH,CO,2024-05-17 14:37:48,B240061,ERO,HD480,HOME DEPOT USA,JGreenly,District 11,RVWBLL,0,-922.02,-922.02,
240404-296,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 1540,HGHLNDS RANCH,CO,2024-05-17 14:37:48,B240061,ERO,HD480,HOME DEPOT USA,JGreenly,District 11,RVWBLL,0,-922.02,-922.02,
240319-197,Overall Performance Was:,,Skechers 1411,HURST,TX,2024-05-17 14:51:03,B240009,ERO,SH1,Automated Logic Corporation,JURamirez,,POSTED,540,-281.5,258.5,
240510-170,Overall Performance Was:,,Skechers 1361,DOTHAN,AL,2024-05-17 14:54:14,B240009,ERO,SH1,Automated Logic Corporation,,,POSTED,420,0,420,
240425-135,Did Contractors Employees Cooperate with You?,Yes,Best Buy 571,Orlando,FL,2024-05-17 14:54:32,B240031,ERO,BB137,THE BEAM TEAM,ISerrano,District 5,POSTED,8299.91,-4996.3,3303.61,
240425-135,Overall Performance Was:,Good,Best Buy 571,Orlando,FL,2024-05-17 14:54:32,B240031,ERO,BB137,THE BEAM TEAM,ISerrano,District 5,POSTED,8299.91,-4996.3,3303.61,
240425-135,Was Contractors Quality of Work Satisfactory?,Yes,Best Buy 571,Orlando,FL,2024-05-17 14:54:32,B240031,ERO,BB137,THE BEAM TEAM,ISerrano,District 5,POSTED,8299.91,-4996.3,3303.61,
240425-135,Did Contractors Clean Up All Work Areas?,Yes,Best Buy 571,Orlando,FL,2024-05-17 14:54:32,B240031,ERO,BB137,THE BEAM TEAM,ISerrano,District 5,POSTED,8299.91,-4996.3,3303.61,
240510-104,Was Contractors Quality of Work Satisfactory?,Yes,Dealer Tire,ELKRIDGE,MD,2024-05-17 14:55:27,B240002,ERO,TC003,DL Manufacturing,RWorkman,,POSTED,700,-104.9,595.1,
240510-104,Did Contractors Clean Up All Work Areas?,Yes,Dealer Tire,ELKRIDGE,MD,2024-05-17 14:55:27,B240002,ERO,TC003,DL Manufacturing,RWorkman,,POSTED,700,-104.9,595.1,
240510-104,Did Contractors Employees Cooperate with You?,Yes,Dealer Tire,ELKRIDGE,MD,2024-05-17 14:55:27,B240002,ERO,TC003,DL Manufacturing,RWorkman,,POSTED,700,-104.9,595.1,
240510-104,Overall Performance Was:,Excellent,Dealer Tire,ELKRIDGE,MD,2024-05-17 14:55:27,B240002,ERO,TC003,DL Manufacturing,RWorkman,,POSTED,700,-104.9,595.1,
240424-135,Overall Performance Was:,,Best Buy 1513,Wichita,KS,2024-05-17 14:58:35,EXX0021,ER1,SERVIC,Best Buy,,District 8,POSTED,505,-274.13,230.87,
240516-038,Did Contractors Employees Cooperate with You?,Yes,AMAZON SAT3,SAN ANTONIO,TX,2024-05-17 15:00:59,SXX0024,EBR,S-AMZN,Amazon,ROBJohnson,,PCA,0,-258.1,-258.1,
240516-038,Did Contractors Clean Up All Work Areas?,Yes,AMAZON SAT3,SAN ANTONIO,TX,2024-05-17 15:00:59,SXX0024,EBR,S-AMZN,Amazon,ROBJohnson,,PCA,0,-258.1,-258.1,
240516-038,Was Contractors Quality of Work Satisfactory?,Yes,AMAZON SAT3,SAN ANTONIO,TX,2024-05-17 15:00:59,SXX0024,EBR,S-AMZN,Amazon,ROBJohnson,,PCA,0,-258.1,-258.1,
240516-038,Overall Performance Was:,Excellent,AMAZON SAT3,SAN ANTONIO,TX,2024-05-17 15:00:59,SXX0024,EBR,S-AMZN,Amazon,ROBJohnson,,PCA,0,-258.1,-258.1,
240501-190,Overall Performance Was:,Excellent,THE HOME DEPOT 1257,CAMILLUS,NY,2024-05-17 15:03:17,SXX1022,LBR,LE,HOME DEPOT USA,BWood,District 1,POSTED,1056.14,-135.89,920.25,
240501-190,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 1257,CAMILLUS,NY,2024-05-17 15:03:17,SXX1022,LBR,LE,HOME DEPOT USA,BWood,District 1,POSTED,1056.14,-135.89,920.25,
240501-190,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 1257,CAMILLUS,NY,2024-05-17 15:03:17,SXX1022,LBR,LE,HOME DEPOT USA,BWood,District 1,POSTED,1056.14,-135.89,920.25,
240501-190,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 1257,CAMILLUS,NY,2024-05-17 15:03:17,SXX1022,LBR,LE,HOME DEPOT USA,BWood,District 1,POSTED,1056.14,-135.89,920.25,
240416-107,Overall Performance Was:,,Party City 674,Staten Island,NY,2024-05-17 15:06:53,EXX1022,LR1,SERVIC,PARTY CITY,,Resource 1,POSTED,1405.54,-1058.92,346.62,
240517-181,Overall Performance Was:,,Target 938,MODESTO,CA,2024-05-17 15:13:18,SXX0025,EBR,SERVIC,Target,,District 12,POSTED,558.77,0,558.77,
240509-118,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0944,EDISON,NJ,2024-05-17 15:18:49,SXX1022,LBR,LE,HOME DEPOT USA,APrestipin,District 1,POSTED,1961.03,-850.09,1110.94,
240509-118,Overall Performance Was:,Excellent,THE HOME DEPOT 0944,EDISON,NJ,2024-05-17 15:18:49,SXX1022,LBR,LE,HOME DEPOT USA,APrestipin,District 1,POSTED,1961.03,-850.09,1110.94,
240509-118,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0944,EDISON,NJ,2024-05-17 15:18:49,SXX1022,LBR,LE,HOME DEPOT USA,APrestipin,District 1,POSTED,1961.03,-850.09,1110.94,
240509-118,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0944,EDISON,NJ,2024-05-17 15:18:49,SXX1022,LBR,LE,HOME DEPOT USA,APrestipin,District 1,POSTED,1961.03,-850.09,1110.94,
240507-249,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America FL2-019,ZEPHYRHILLS,FL,2024-05-17 15:31:34,HXX1600,LRM,GMRSGN,JLL / Bank of America,RReichert,District 5,POSTED,363.04,-102.42,260.62,
240507-249,Overall Performance Was:,Excellent,Bank of America FL2-019,ZEPHYRHILLS,FL,2024-05-17 15:31:34,HXX1600,LRM,GMRSGN,JLL / Bank of America,RReichert,District 5,POSTED,363.04,-102.42,260.62,
240507-249,Did Contractors Employees Cooperate with You?,Yes,Bank of America FL2-019,ZEPHYRHILLS,FL,2024-05-17 15:31:34,HXX1600,LRM,GMRSGN,JLL / Bank of America,RReichert,District 5,POSTED,363.04,-102.42,260.62,
240507-249,Did Contractors Clean Up All Work Areas?,Yes,Bank of America FL2-019,ZEPHYRHILLS,FL,2024-05-17 15:31:34,HXX1600,LRM,GMRSGN,JLL / Bank of America,RReichert,District 5,POSTED,363.04,-102.42,260.62,
240516-155,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 0636,WOODSTOCK,GA,2024-05-17 15:36:53,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,196.42,-74.83,121.59,
240516-155,Overall Performance Was:,Excellent,Publix Super Markets 0636,WOODSTOCK,GA,2024-05-17 15:36:53,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,196.42,-74.83,121.59,
240516-155,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 0636,WOODSTOCK,GA,2024-05-17 15:36:53,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,196.42,-74.83,121.59,
240516-155,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 0636,WOODSTOCK,GA,2024-05-17 15:36:53,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,196.42,-74.83,121.59,
240506-203,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 3444,LAFAYETTE,CO,2024-05-17 15:36:55,SXX0025,EBR,SERVIC,LOWES COMPANIES,MIGibson,District 11,HSCHED,0,-123.17,-123.17,
240506-203,Did Contractors Employees Cooperate with You?,Yes,LOWES 3444,LAFAYETTE,CO,2024-05-17 15:36:55,SXX0025,EBR,SERVIC,LOWES COMPANIES,MIGibson,District 11,HSCHED,0,-123.17,-123.17,
240506-203,Did Contractors Clean Up All Work Areas?,Yes,LOWES 3444,LAFAYETTE,CO,2024-05-17 15:36:55,SXX0025,EBR,SERVIC,LOWES COMPANIES,MIGibson,District 11,HSCHED,0,-123.17,-123.17,
240506-203,Overall Performance Was:,Excellent,LOWES 3444,LAFAYETTE,CO,2024-05-17 15:36:55,SXX0025,EBR,SERVIC,LOWES COMPANIES,MIGibson,District 11,HSCHED,0,-123.17,-123.17,
240418-174,Did Contractors Employees Cooperate with You?,Yes,Best Buy 344,PARAMUS,NJ,2024-05-17 15:40:24,B240031,ERO,BB137,Sheer Enterprises,MValdeigle,,POSTED,2679.22,-737.85,1941.37,
240418-174,Was Contractors Quality of Work Satisfactory?,Yes,Best Buy 344,PARAMUS,NJ,2024-05-17 15:40:24,B240031,ERO,BB137,Sheer Enterprises,MValdeigle,,POSTED,2679.22,-737.85,1941.37,
240418-174,Overall Performance Was:,Excellent,Best Buy 344,PARAMUS,NJ,2024-05-17 15:40:24,B240031,ERO,BB137,Sheer Enterprises,MValdeigle,,POSTED,2679.22,-737.85,1941.37,
240418-174,Did Contractors Clean Up All Work Areas?,Yes,Best Buy 344,PARAMUS,NJ,2024-05-17 15:40:24,B240031,ERO,BB137,Sheer Enterprises,MValdeigle,,POSTED,2679.22,-737.85,1941.37,
240516-134,Did Contractors Clean Up All Work Areas?,Yes,LOWES 684,WARREN,MI,2024-05-17 15:44:40,SXX0021,EBR,SERVIC,LOWES COMPANIES,MCruce,District 7,POSTED,235.41,-222.45,12.96,
240516-134,Did Contractors Employees Cooperate with You?,Yes,LOWES 684,WARREN,MI,2024-05-17 15:44:40,SXX0021,EBR,SERVIC,LOWES COMPANIES,MCruce,District 7,POSTED,235.41,-222.45,12.96,
240516-134,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 684,WARREN,MI,2024-05-17 15:44:40,SXX0021,EBR,SERVIC,LOWES COMPANIES,MCruce,District 7,POSTED,235.41,-222.45,12.96,
240516-134,Overall Performance Was:,Excellent,LOWES 684,WARREN,MI,2024-05-17 15:44:40,SXX0021,EBR,SERVIC,LOWES COMPANIES,MCruce,District 7,POSTED,235.41,-222.45,12.96,
240516-099,Was Contractors Quality of Work Satisfactory?,Yes,DICKS SPORTING GOODS 385,Oxford,AL,2024-05-17 15:46:23,SXX0023,EBR,SERVIC,Dick's Sporting Goods,ETaylor,District 3,POSTED,324,-135.6,188.4,
240516-099,Did Contractors Employees Cooperate with You?,Yes,DICKS SPORTING GOODS 385,Oxford,AL,2024-05-17 15:46:23,SXX0023,EBR,SERVIC,Dick's Sporting Goods,ETaylor,District 3,POSTED,324,-135.6,188.4,
240516-099,Overall Performance Was:,Excellent,DICKS SPORTING GOODS 385,Oxford,AL,2024-05-17 15:46:23,SXX0023,EBR,SERVIC,Dick's Sporting Goods,ETaylor,District 3,POSTED,324,-135.6,188.4,
240516-099,Did Contractors Clean Up All Work Areas?,Yes,DICKS SPORTING GOODS 385,Oxford,AL,2024-05-17 15:46:23,SXX0023,EBR,SERVIC,Dick's Sporting Goods,ETaylor,District 3,POSTED,324,-135.6,188.4,
240430-065,Did Contractors Employees Cooperate with You?,Yes,LOWES 1833,COON RAPIDS,MN,2024-05-17 15:46:59,SXX0021,EBR,SERVIC,LOWES COMPANIES,DSHarris,District 8,POSTED,845.92,-669.84,176.08,
240430-065,Overall Performance Was:,Excellent,LOWES 1833,COON RAPIDS,MN,2024-05-17 15:46:59,SXX0021,EBR,SERVIC,LOWES COMPANIES,DSHarris,District 8,POSTED,845.92,-669.84,176.08,
240430-065,Did Contractors Clean Up All Work Areas?,Yes,LOWES 1833,COON RAPIDS,MN,2024-05-17 15:46:59,SXX0021,EBR,SERVIC,LOWES COMPANIES,DSHarris,District 8,POSTED,845.92,-669.84,176.08,
240430-065,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 1833,COON RAPIDS,MN,2024-05-17 15:46:59,SXX0021,EBR,SERVIC,LOWES COMPANIES,DSHarris,District 8,POSTED,845.92,-669.84,176.08,
240208-170,Did Contractors Clean Up All Work Areas?,Yes,Target 2465,San Diego,CA,2024-05-17 15:53:49,B240004,ERO,TG083,GROOM CONSTRUCTION,RDimaguila,District 13,RVWBLL,0,-5761.31,-5761.31,
240208-170,Was Contractors Quality of Work Satisfactory?,Yes,Target 2465,San Diego,CA,2024-05-17 15:53:49,B240004,ERO,TG083,GROOM CONSTRUCTION,RDimaguila,District 13,RVWBLL,0,-5761.31,-5761.31,
240208-170,Did Contractors Employees Cooperate with You?,Yes,Target 2465,San Diego,CA,2024-05-17 15:53:49,B240004,ERO,TG083,GROOM CONSTRUCTION,RDimaguila,District 13,RVWBLL,0,-5761.31,-5761.31,
240208-170,Overall Performance Was:,Excellent,Target 2465,San Diego,CA,2024-05-17 15:53:49,B240004,ERO,TG083,GROOM CONSTRUCTION,RDimaguila,District 13,RVWBLL,0,-5761.31,-5761.31,
240510-102,Did Contractors Clean Up All Work Areas?,Yes,AMAZON DJZ3,Carteret,NJ,2024-05-17 15:58:07,B240038,ERO,RS005,Remote Security Solutions,CTroast,,RVWBLL,0,-867.16,-867.16,
240510-102,Did Contractors Employees Cooperate with You?,Yes,AMAZON DJZ3,Carteret,NJ,2024-05-17 15:58:07,B240038,ERO,RS005,Remote Security Solutions,CTroast,,RVWBLL,0,-867.16,-867.16,
240510-102,Was Contractors Quality of Work Satisfactory?,Yes,AMAZON DJZ3,Carteret,NJ,2024-05-17 15:58:07,B240038,ERO,RS005,Remote Security Solutions,CTroast,,RVWBLL,0,-867.16,-867.16,
240510-102,Overall Performance Was:,Excellent,AMAZON DJZ3,Carteret,NJ,2024-05-17 15:58:07,B240038,ERO,RS005,Remote Security Solutions,CTroast,,RVWBLL,0,-867.16,-867.16,
240513-101,Did Contractors Employees Cooperate with You?,Yes,DICKS SPORTING GOODS 1148,CULPEPER,VA,2024-05-17 16:01:21,SXX0022,EBR,SERVIC,Dick's Sporting Goods,MWhitlock,District 2,POSTED,481.5,-309.82,171.68,
240513-101,Did Contractors Clean Up All Work Areas?,Yes,DICKS SPORTING GOODS 1148,CULPEPER,VA,2024-05-17 16:01:21,SXX0022,EBR,SERVIC,Dick's Sporting Goods,MWhitlock,District 2,POSTED,481.5,-309.82,171.68,
